package,crop_id,crop_type,source_video,timestamp,frame_number,crop_path,field_name,value,review_status,confidence
opponent_roster,screen-5fd57a3616a0-roster_header,roster_header,Purdue Roster.mp4,00:00:01,60,assets/review_crops/opponent_roster/screen-5fd57a3616a0-roster_header.jpg,roster_header,"g PURDUE 64

Z BOILERMAKERS BiG
\ OVR

N kk

\ 1-4 (0-4) | 18TH IN BIG TEN

NW",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-5fd57a3616a0-roster_table,roster_table,Purdue Roster.mp4,00:00:01,60,assets/review_crops/opponent_roster/screen-5fd57a3616a0-roster_table.jpg,roster_table,"6 Te . |
AWR THP SAC MAC DAC RUN TUP BSK PAC CAR BCV JKM SPM BTK SFA TRK |
80 87 79 76 75 82 78 69 60 91 89 78 Th 76 66 59 |
67 n 59 85+ 66+ 80+ 53 76 83 82 76 vi) 61 58 |
79 71 70 70 72 The 60 63 52 42 39 40 38 27
P i ~ ee - bes",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-5fd57a3616a0-player_side_card,player_side_card,Purdue Roster.mp4,00:00:01,60,assets/review_crops/opponent_roster/screen-5fd57a3616a0-player_side_card.jpg,player_side_card,"Py
4 . OVR
—
ke § ne
SVANS
CHUBA
POSITION ARCHETYPE
QB (R)| #1 Pure Runner
CLASS & NIL HEIGHT & WEIGHT
SR(RS)|<@>85 | 6'4""| 224 Ibs
HOMETOWN
Montreal, international
PHYSICAL MENTAL
© m-:",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-6efb6a537ed1-roster_header,roster_header,Purdue Roster.mp4,00:00:40,2417,assets/review_crops/opponent_roster/screen-6efb6a537ed1-roster_header.jpg,roster_header,"j

g PURDUE 64

Z BOILERMAKERS BiG
\ OVR

N **

\ 1-4 (0-4) | 18TH IN BIG TEN

NW",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-6efb6a537ed1-roster_table,roster_table,Purdue Roster.mp4,00:00:40,2417,assets/review_crops/opponent_roster/screen-6efb6a537ed1-roster_table.jpg,roster_table,"6 Cs ) & —
BIK TRK SFA CTH SRR cit SPM JKM PBK PBP PBF RBK RBP RBF LBK IBL |
4 57 58 62 62 1) 66 60 64 56 1 66 70 14 67 61 |
54 53 54 67 63 72 62 62 59 45 43 62 48 40 63 55 |
67 vi) 61 66 47 65 63 63 53 55 58 43 38 36 32 35

gt — — x “> aN — i",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-6efb6a537ed1-player_side_card,player_side_card,Purdue Roster.mp4,00:00:40,2417,assets/review_crops/opponent_roster/screen-6efb6a537ed1-player_side_card.jpg,player_side_card,"— f
aw""
eee EEE
TRENT
FORSETT
POSITION ARCHETYPE
TE| #81 Pure Blocker
CLASS & NIL HEIGHT & WEIGHT
FR|@10 6'3"" | 216 Ibs
HOMETOWN
Okemos, Mi 9
PHYSICAL MENTAL
Om",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-33427cb143c2-roster_header,roster_header,Purdue Roster.mp4,00:01:19,4774,assets/review_crops/opponent_roster/screen-33427cb143c2-roster_header.jpg,roster_header,"G

g PURDUE 64

Q BOILERMAKERS BiG
\ k* OVR

\ 1-4 (0-4) | 18TH IN BIG TEN

a",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-33427cb143c2-roster_table,roster_table,Purdue Roster.mp4,00:01:19,4774,assets/review_crops/opponent_roster/screen-33427cb143c2-roster_table.jpg,roster_table,":

at RS NAME YEAR pos OvR NIL SPD ACC AGI cop STR AWR CTH |

1 V.Mangen JR (RS) TE 66 ° 5 71 81 79 72 61 55 67 |
EE ee",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-33427cb143c2-player_side_card,player_side_card,Purdue Roster.mp4,00:01:19,4774,assets/review_crops/opponent_roster/screen-33427cb143c2-player_side_card.jpg,player_side_card,"|
Po
4 OVR
_
aw""
eee EEE
VINCE
MANGEN
POSITION ARCHETYPE
TE| #89 Vertical Threat
CLASS & NIL HEIGHT & WEIGHT
JR(RS)|@>5 | 61"" | 224 Ibs
HOMETOWN
Jackson, OH 9
PHYSICAL MENTAL
Om:",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-127ef65e04fd-roster_header,roster_header,Purdue Roster.mp4,00:01:58,7131,assets/review_crops/opponent_roster/screen-127ef65e04fd-roster_header.jpg,roster_header,"j

g PURDUE 64

Z BOILERMAKERS BiG
\ OVR

N k*

\ 1-4 (0-4) | 18TH IN BIG TEN

J",ocr_draft_needs_confirmation,0.55
