package,crop_id,crop_type,source_video,timestamp,frame_number,crop_path,field_name,value,review_status,confidence
current_team_roster,screen-9910e28bddf2-roster_header,roster_header,Rutgers Roster.webm,00:00:01,60,assets/review_crops/current_team_roster/screen-9910e28bddf2-roster_header.jpg,roster_header,,needs_manual_review,0.0
current_team_roster,screen-9910e28bddf2-roster_table,roster_table,Rutgers Roster.webm,00:00:01,60,assets/review_crops/current_team_roster/screen-9910e28bddf2-roster_table.jpg,roster_table,,needs_manual_review,0.0
current_team_roster,screen-9910e28bddf2-player_side_card,player_side_card,Rutgers Roster.webm,00:00:01,60,assets/review_crops/current_team_roster/screen-9910e28bddf2-player_side_card.jpg,player_side_card,,needs_manual_review,0.0
current_team_roster,screen-c497a08c8ee6-roster_header,roster_header,Rutgers Roster.webm,00:00:40,2416,assets/review_crops/current_team_roster/screen-c497a08c8ee6-roster_header.jpg,roster_header,,needs_manual_review,0.0
current_team_roster,screen-c497a08c8ee6-roster_table,roster_table,Rutgers Roster.webm,00:00:40,2416,assets/review_crops/current_team_roster/screen-c497a08c8ee6-roster_table.jpg,roster_table,,needs_manual_review,0.0
current_team_roster,screen-c497a08c8ee6-player_side_card,player_side_card,Rutgers Roster.webm,00:00:40,2416,assets/review_crops/current_team_roster/screen-c497a08c8ee6-player_side_card.jpg,player_side_card,,needs_manual_review,0.0
current_team_roster,screen-50cb1100e799-roster_header,roster_header,Rutgers Roster.webm,00:01:19,4771,assets/review_crops/current_team_roster/screen-50cb1100e799-roster_header.jpg,roster_header,,needs_manual_review,0.0
current_team_roster,screen-50cb1100e799-roster_table,roster_table,Rutgers Roster.webm,00:01:19,4771,assets/review_crops/current_team_roster/screen-50cb1100e799-roster_table.jpg,roster_table,,needs_manual_review,0.0
current_team_roster,screen-50cb1100e799-player_side_card,player_side_card,Rutgers Roster.webm,00:01:19,4771,assets/review_crops/current_team_roster/screen-50cb1100e799-player_side_card.jpg,player_side_card,,needs_manual_review,0.0
current_team_roster,screen-0aee58db86ab-roster_header,roster_header,Rutgers Roster.webm,00:01:58,7127,assets/review_crops/current_team_roster/screen-0aee58db86ab-roster_header.jpg,roster_header,,needs_manual_review,0.0
current_team_roster,screen-0aee58db86ab-roster_table,roster_table,Rutgers Roster.webm,00:01:58,7127,assets/review_crops/current_team_roster/screen-0aee58db86ab-roster_table.jpg,roster_table,,needs_manual_review,0.0
current_team_roster,screen-0aee58db86ab-player_side_card,player_side_card,Rutgers Roster.webm,00:01:58,7127,assets/review_crops/current_team_roster/screen-0aee58db86ab-player_side_card.jpg,player_side_card,,needs_manual_review,0.0
current_team_roster,screen-73b15d4f3433-roster_header,roster_header,Rutgers Roster.webm,00:02:38,9482,assets/review_crops/current_team_roster/screen-73b15d4f3433-roster_header.jpg,roster_header,,needs_manual_review,0.0
current_team_roster,screen-73b15d4f3433-roster_table,roster_table,Rutgers Roster.webm,00:02:38,9482,assets/review_crops/current_team_roster/screen-73b15d4f3433-roster_table.jpg,roster_table,,needs_manual_review,0.0
current_team_roster,screen-73b15d4f3433-player_side_card,player_side_card,Rutgers Roster.webm,00:02:38,9482,assets/review_crops/current_team_roster/screen-73b15d4f3433-player_side_card.jpg,player_side_card,,needs_manual_review,0.0
current_team_roster,screen-39419b88dbfa-roster_header,roster_header,Rutgers Roster.webm,00:03:17,11838,assets/review_crops/current_team_roster/screen-39419b88dbfa-roster_header.jpg,roster_header,,needs_manual_review,0.0
current_team_roster,screen-39419b88dbfa-roster_table,roster_table,Rutgers Roster.webm,00:03:17,11838,assets/review_crops/current_team_roster/screen-39419b88dbfa-roster_table.jpg,roster_table,,needs_manual_review,0.0
current_team_roster,screen-39419b88dbfa-player_side_card,player_side_card,Rutgers Roster.webm,00:03:17,11838,assets/review_crops/current_team_roster/screen-39419b88dbfa-player_side_card.jpg,player_side_card,,needs_manual_review,0.0
current_team_roster,screen-19a6a103623d-roster_header,roster_header,Rutgers Roster.webm,00:03:56,14193,assets/review_crops/current_team_roster/screen-19a6a103623d-roster_header.jpg,roster_header,,needs_manual_review,0.0
current_team_roster,screen-19a6a103623d-roster_table,roster_table,Rutgers Roster.webm,00:03:56,14193,assets/review_crops/current_team_roster/screen-19a6a103623d-roster_table.jpg,roster_table,,needs_manual_review,0.0
current_team_roster,screen-19a6a103623d-player_side_card,player_side_card,Rutgers Roster.webm,00:03:56,14193,assets/review_crops/current_team_roster/screen-19a6a103623d-player_side_card.jpg,player_side_card,,needs_manual_review,0.0
current_team_roster,screen-41eadd8e75a1-roster_header,roster_header,Rutgers Roster.webm,00:04:35,16549,assets/review_crops/current_team_roster/screen-41eadd8e75a1-roster_header.jpg,roster_header,,needs_manual_review,0.0
current_team_roster,screen-41eadd8e75a1-roster_table,roster_table,Rutgers Roster.webm,00:04:35,16549,assets/review_crops/current_team_roster/screen-41eadd8e75a1-roster_table.jpg,roster_table,,needs_manual_review,0.0
current_team_roster,screen-41eadd8e75a1-player_side_card,player_side_card,Rutgers Roster.webm,00:04:35,16549,assets/review_crops/current_team_roster/screen-41eadd8e75a1-player_side_card.jpg,player_side_card,,needs_manual_review,0.0
