package,candidate_id,candidate_type,source_crop_id,field_name,label,value,review_status,source_video,timestamp,frame_number,crop_path,confidence
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-001,season_stats_row,screen-1bbdf190fb89-stats_table,name,name,G.Atwood REGO,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.45
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-001,season_stats_row,screen-1bbdf190fb89-stats_table,sack,sack,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-001,season_stats_row,screen-1bbdf190fb89-stats_table,s,s,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-001,season_stats_row,screen-1bbdf190fb89-stats_table,int,int,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-001,season_stats_row,screen-1bbdf190fb89-stats_table,intyds,intyds,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-001,season_stats_row,screen-1bbdf190fb89-stats_table,unknown,unknown,0.0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-001,season_stats_row,screen-1bbdf190fb89-stats_table,sintavg,sintavg,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-001,season_stats_row,screen-1bbdf190fb89-stats_table,unknown,unknown,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-001,season_stats_row,screen-1bbdf190fb89-stats_table,intle,intle,0.0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-001,season_stats_row,screen-1bbdf190fb89-stats_table,unknown,unknown,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-002,season_stats_row,screen-1bbdf190fb89-stats_table,name,name,D.parker wi oo,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.45
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-002,season_stats_row,screen-1bbdf190fb89-stats_table,sack,sack,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-002,season_stats_row,screen-1bbdf190fb89-stats_table,s,s,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-002,season_stats_row,screen-1bbdf190fb89-stats_table,int,int,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-002,season_stats_row,screen-1bbdf190fb89-stats_table,intyds,intyds,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-002,season_stats_row,screen-1bbdf190fb89-stats_table,unknown,unknown,0.0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-002,season_stats_row,screen-1bbdf190fb89-stats_table,sintavg,sintavg,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-002,season_stats_row,screen-1bbdf190fb89-stats_table,unknown,unknown,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-002,season_stats_row,screen-1bbdf190fb89-stats_table,intle,intle,0.0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-002,season_stats_row,screen-1bbdf190fb89-stats_table,unknown,unknown,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-003,season_stats_row,screen-1bbdf190fb89-stats_table,name,name,S.Draft ni,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.45
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-003,season_stats_row,screen-1bbdf190fb89-stats_table,tfl,tfl,2,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-003,season_stats_row,screen-1bbdf190fb89-stats_table,sack,sack,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-003,season_stats_row,screen-1bbdf190fb89-stats_table,s,s,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
opponent_season_stats,screen-1bbdf190fb89-stats_table-season_stats_row-003,season_stats_row,screen-1bbdf190fb89-stats_table,int,int,0,ocr_draft_needs_confirmation,Purdue Season Stats.mp4,00:00:01,60,assets/review_crops/opponent_season_stats/screen-1bbdf190fb89-stats_table.jpg,0.42
