package,candidate_id,candidate_type,source_crop_id,field_name,label,value,review_status,source_video,timestamp,frame_number,crop_path,confidence
opponent_roster,screen-5fd57a3616a0-player_side_card-profile-001,player_profile_side_card,screen-5fd57a3616a0-player_side_card,visible_name_text,visible_name_text,Svans Chuba Position Archetype,ocr_draft_needs_confirmation,Purdue Roster.mp4,00:00:01,60,assets/review_crops/opponent_roster/screen-5fd57a3616a0-player_side_card.jpg,0.35
opponent_roster,screen-5fd57a3616a0-player_side_card-profile-001,player_profile_side_card,screen-5fd57a3616a0-player_side_card,position,position,QB,ocr_draft_needs_confirmation,Purdue Roster.mp4,00:00:01,60,assets/review_crops/opponent_roster/screen-5fd57a3616a0-player_side_card.jpg,0.55
opponent_roster,screen-5fd57a3616a0-player_side_card-profile-001,player_profile_side_card,screen-5fd57a3616a0-player_side_card,jersey,jersey,1,ocr_draft_needs_confirmation,Purdue Roster.mp4,00:00:01,60,assets/review_crops/opponent_roster/screen-5fd57a3616a0-player_side_card.jpg,0.55
opponent_roster,screen-5fd57a3616a0-player_side_card-profile-001,player_profile_side_card,screen-5fd57a3616a0-player_side_card,class,class,SR,ocr_draft_needs_confirmation,Purdue Roster.mp4,00:00:01,60,assets/review_crops/opponent_roster/screen-5fd57a3616a0-player_side_card.jpg,0.5
opponent_roster,screen-5fd57a3616a0-player_side_card-profile-001,player_profile_side_card,screen-5fd57a3616a0-player_side_card,height,height,"6'4""",ocr_draft_needs_confirmation,Purdue Roster.mp4,00:00:01,60,assets/review_crops/opponent_roster/screen-5fd57a3616a0-player_side_card.jpg,0.6
opponent_roster,screen-5fd57a3616a0-player_side_card-profile-001,player_profile_side_card,screen-5fd57a3616a0-player_side_card,weight,weight,224 lbs,ocr_draft_needs_confirmation,Purdue Roster.mp4,00:00:01,60,assets/review_crops/opponent_roster/screen-5fd57a3616a0-player_side_card.jpg,0.6
opponent_roster,screen-5fd57a3616a0-player_side_card-profile-001,player_profile_side_card,screen-5fd57a3616a0-player_side_card,hometown,hometown,"Montreal, international",ocr_draft_needs_confirmation,Purdue Roster.mp4,00:00:01,60,assets/review_crops/opponent_roster/screen-5fd57a3616a0-player_side_card.jpg,0.45
opponent_roster,screen-6efb6a537ed1-player_side_card-profile-001,player_profile_side_card,screen-6efb6a537ed1-player_side_card,visible_name_text,visible_name_text,Trent Forsett Position Archetype,ocr_draft_needs_confirmation,Purdue Roster.mp4,00:00:40,2417,assets/review_crops/opponent_roster/screen-6efb6a537ed1-player_side_card.jpg,0.35
opponent_roster,screen-6efb6a537ed1-player_side_card-profile-001,player_profile_side_card,screen-6efb6a537ed1-player_side_card,position,position,TE,ocr_draft_needs_confirmation,Purdue Roster.mp4,00:00:40,2417,assets/review_crops/opponent_roster/screen-6efb6a537ed1-player_side_card.jpg,0.55
opponent_roster,screen-6efb6a537ed1-player_side_card-profile-001,player_profile_side_card,screen-6efb6a537ed1-player_side_card,jersey,jersey,81,ocr_draft_needs_confirmation,Purdue Roster.mp4,00:00:40,2417,assets/review_crops/opponent_roster/screen-6efb6a537ed1-player_side_card.jpg,0.55
